mp,statistic,metric,raw_value,preferred_direction,include,weight,years,summary,om_code,om_label,component,n_iter
HSsym (MP45),FMSY,F / F[MSY],59.6813949032745,lower is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om22,"Two stocks, higher steepness (om22)",North,500
HS-30 (MP47),FMSY,F / F[MSY],60.3540853355111,lower is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om22,"Two stocks, higher steepness (om22)",North,500
PR+20 (MP32),FMSY,F / F[MSY],53.4481933477741,lower is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om22,"Two stocks, higher steepness (om22)",North,500
PR-20 (MP44),FMSY,F / F[MSY],53.0149257669568,lower is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om22,"Two stocks, higher steepness (om22)",North,500
PRsym (MP46),FMSY,F / F[MSY],53.2711919168813,lower is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om22,"Two stocks, higher steepness (om22)",North,500
PR-30 (MP48),FMSY,F / F[MSY],56.2169958421031,lower is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om22,"Two stocks, higher steepness (om22)",North,500
HS+20 (MP29),IACC,IACC,11.0988775881696,lower is better,TRUE,1,2041-2050,Median across iteration-specific 2041-2050 means,om22,"Two stocks, higher steepness (om22)",North,500
HS-20 (MP43),IACC,IACC,11.0611363960462,lower is better,TRUE,1,2041-2050,Median across iteration-specific 2041-2050 means,om22,"Two stocks, higher steepness (om22)",North,500
HSsym (MP45),IACC,IACC,11.0864732079091,lower is better,TRUE,1,2041-2050,Median across iteration-specific 2041-2050 means,om22,"Two stocks, higher steepness (om22)",North,500
HS-30 (MP47),IACC,IACC,11.120717674893,lower is better,TRUE,1,2041-2050,Median across iteration-specific 2041-2050 means,om22,"Two stocks, higher steepness (om22)",North,500
PR+20 (MP32),IACC,IACC,14.5749948542317,lower is better,TRUE,1,2041-2050,Median across iteration-specific 2041-2050 means,om22,"Two stocks, higher steepness (om22)",North,500
PR-20 (MP44),IACC,IACC,14.5873503772117,lower is better,TRUE,1,2041-2050,Median across iteration-specific 2041-2050 means,om22,"Two stocks, higher steepness (om22)",North,500
PRsym (MP46),IACC,IACC,13.9783360957734,lower is better,TRUE,1,2041-2050,Median across iteration-specific 2041-2050 means,om22,"Two stocks, higher steepness (om22)",North,500
PR-30 (MP48),IACC,IACC,15.522242113685,lower is better,TRUE,1,2041-2050,Median across iteration-specific 2041-2050 means,om22,"Two stocks, higher steepness (om22)",North,500
HS+20 (MP29),SB0red,P(Kobe red),0.8238,lower is better,FALSE,1,2041-2050,Proportion across all 2041-2050 iteration-years,om22,"Two stocks, higher steepness (om22)",North,500
PR+20 (MP32),SB0red,P(Kobe red),0.8188,lower is better,FALSE,1,2041-2050,Proportion across all 2041-2050 iteration-years,om22,"Two stocks, higher steepness (om22)",North,500
HS-20 (MP43),SB0red,P(Kobe red),0.828,lower is better,FALSE,1,2041-2050,Proportion across all 2041-2050 iteration-years,om22,"Two stocks, higher steepness (om22)",North,500
PR-20 (MP44),SB0red,P(Kobe red),0.8202,lower is better,FALSE,1,2041-2050,Proportion across all 2041-2050 iteration-years,om22,"Two stocks, higher steepness (om22)",North,500
HSsym (MP45),SB0red,P(Kobe red),0.8256,lower is better,FALSE,1,2041-2050,Proportion across all 2041-2050 iteration-years,om22,"Two stocks, higher steepness (om22)",North,500
PRsym (MP46),SB0red,P(Kobe red),0.8202,lower is better,FALSE,1,2041-2050,Proportion across all 2041-2050 iteration-years,om22,"Two stocks, higher steepness (om22)",North,500
HS-30 (MP47),SB0red,P(Kobe red),0.8266,lower is better,FALSE,1,2041-2050,Proportion across all 2041-2050 iteration-years,om22,"Two stocks, higher steepness (om22)",North,500
PR-30 (MP48),SB0red,P(Kobe red),0.8192,lower is better,FALSE,1,2041-2050,Proportion across all 2041-2050 iteration-years,om22,"Two stocks, higher steepness (om22)",North,500
HS+20 (MP29),SBMSY,SB / SB[MSY],0.543598650165591,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om22,"Two stocks, higher steepness (om22)",North,500
HS-20 (MP43),SBMSY,SB / SB[MSY],0.532121315151046,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om22,"Two stocks, higher steepness (om22)",North,500
HSsym (MP45),SBMSY,SB / SB[MSY],0.537632454244315,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om22,"Two stocks, higher steepness (om22)",North,500
HS-30 (MP47),SBMSY,SB / SB[MSY],0.534699786038467,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om22,"Two stocks, higher steepness (om22)",North,500
PR+20 (MP32),SBMSY,SB / SB[MSY],0.57436795533841,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om22,"Two stocks, higher steepness (om22)",North,500
PR-20 (MP44),SBMSY,SB / SB[MSY],0.574500438927772,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om22,"Two stocks, higher steepness (om22)",North,500
PRsym (MP46),SBMSY,SB / SB[MSY],0.570943020043304,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om22,"Two stocks, higher steepness (om22)",North,500
PR-30 (MP48),SBMSY,SB / SB[MSY],0.572804548059996,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om22,"Two stocks, higher steepness (om22)",North,500
HS+20 (MP29),SSBbelow8dB0,SSB <8% dynamic B0 (%),0.04,lower is better,TRUE,1,2041-2050,Proportion of valid 2041-2050 iteration-years with SSB strictly below 8% of dynamic unfished SSB (previous Blim),om22,"Two stocks, higher steepness (om22)",North,500
PR+20 (MP32),SSBbelow8dB0,SSB <8% dynamic B0 (%),0.0304,lower is better,TRUE,1,2041-2050,Proportion of valid 2041-2050 iteration-years with SSB strictly below 8% of dynamic unfished SSB (previous Blim),om22,"Two stocks, higher steepness (om22)",North,500
HS-20 (MP43),SSBbelow8dB0,SSB <8% dynamic B0 (%),0.0452,lower is better,TRUE,1,2041-2050,Proportion of valid 2041-2050 iteration-years with SSB strictly below 8% of dynamic unfished SSB (previous Blim),om22,"Two stocks, higher steepness (om22)",North,500
PR-20 (MP44),SSBbelow8dB0,SSB <8% dynamic B0 (%),0.0318,lower is better,TRUE,1,2041-2050,Proportion of valid 2041-2050 iteration-years with SSB strictly below 8% of dynamic unfished SSB (previous Blim),om22,"Two stocks, higher steepness (om22)",North,500
HSsym (MP45),SSBbelow8dB0,SSB <8% dynamic B0 (%),0.0414,lower is better,TRUE,1,2041-2050,Proportion of valid 2041-2050 iteration-years with SSB strictly below 8% of dynamic unfished SSB (previous Blim),om22,"Two stocks, higher steepness (om22)",North,500
PRsym (MP46),SSBbelow8dB0,SSB <8% dynamic B0 (%),0.0314,lower is better,TRUE,1,2041-2050,Proportion of valid 2041-2050 iteration-years with SSB strictly below 8% of dynamic unfished SSB (previous Blim),om22,"Two stocks, higher steepness (om22)",North,500
HS-30 (MP47),SSBbelow8dB0,SSB <8% dynamic B0 (%),0.043,lower is better,TRUE,1,2041-2050,Proportion of valid 2041-2050 iteration-years with SSB strictly below 8% of dynamic unfished SSB (previous Blim),om22,"Two stocks, higher steepness (om22)",North,500
PR-30 (MP48),SSBbelow8dB0,SSB <8% dynamic B0 (%),0.0338,lower is better,TRUE,1,2041-2050,Proportion of valid 2041-2050 iteration-years with SSB strictly below 8% of dynamic unfished SSB (previous Blim),om22,"Two stocks, higher steepness (om22)",North,500
HS+20 (MP29),VB2025,VB / VB[2025],0.823667568212604,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om22,"Two stocks, higher steepness (om22)",North,500
HS-20 (MP43),VB2025,VB / VB[2025],0.818627613938675,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om22,"Two stocks, higher steepness (om22)",North,500
HSsym (MP45),VB2025,VB / VB[2025],0.821838360442597,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om22,"Two stocks, higher steepness (om22)",North,500
HS-30 (MP47),VB2025,VB / VB[2025],0.820262139858813,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om22,"Two stocks, higher steepness (om22)",North,500
PR+20 (MP32),VB2025,VB / VB[2025],0.850752017667129,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om22,"Two stocks, higher steepness (om22)",North,500
PR-20 (MP44),VB2025,VB / VB[2025],0.847026524254783,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om22,"Two stocks, higher steepness (om22)",North,500
PRsym (MP46),VB2025,VB / VB[2025],0.846289151357586,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om22,"Two stocks, higher steepness (om22)",North,500
PR-30 (MP48),VB2025,VB / VB[2025],0.849200256734114,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om22,"Two stocks, higher steepness (om22)",North,500
HS+20 (MP29),VBMSY,VB / VB[MSY],0.437856294518022,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om22,"Two stocks, higher steepness (om22)",North,500
HS-20 (MP43),VBMSY,VB / VB[MSY],0.434963554599043,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om22,"Two stocks, higher steepness (om22)",North,500
HSsym (MP45),VBMSY,VB / VB[MSY],0.436899326215705,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om22,"Two stocks, higher steepness (om22)",North,500
HS-30 (MP47),VBMSY,VB / VB[MSY],0.435705673296339,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om22,"Two stocks, higher steepness (om22)",North,500
PR+20 (MP32),VBMSY,VB / VB[MSY],0.453104101987497,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om22,"Two stocks, higher steepness (om22)",North,500
PR-20 (MP44),VBMSY,VB / VB[MSY],0.454406237270578,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om22,"Two stocks, higher steepness (om22)",North,500
PRsym (MP46),VBMSY,VB / VB[MSY],0.452224112641868,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om22,"Two stocks, higher steepness (om22)",North,500
PR-30 (MP48),VBMSY,VB / VB[MSY],0.452716026451124,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om22,"Two stocks, higher steepness (om22)",North,500
HS+20 (MP29),C,Catch,1268.95222655598,higher is better,TRUE,1,2041-2050,Median across iteration-specific 2041-2050 means,om23,"Two stocks, alternative assessment (om23)",Southern,500
HS-20 (MP43),C,Catch,1291.26325132937,higher is better,TRUE,1,2041-2050,Median across iteration-specific 2041-2050 means,om23,"Two stocks, alternative assessment (om23)",Southern,500
HSsym (MP45),C,Catch,1276.08617782666,higher is better,TRUE,1,2041-2050,Median across iteration-specific 2041-2050 means,om23,"Two stocks, alternative assessment (om23)",Southern,500
HS-30 (MP47),C,Catch,1284.46916596919,higher is better,TRUE,1,2041-2050,Median across iteration-specific 2041-2050 means,om23,"Two stocks, alternative assessment (om23)",Southern,500
PR+20 (MP32),C,Catch,1260.36912327814,higher is better,TRUE,1,2041-2050,Median across iteration-specific 2041-2050 means,om23,"Two stocks, alternative assessment (om23)",Southern,500
PR-20 (MP44),C,Catch,1269.5553080375,higher is better,TRUE,1,2041-2050,Median across iteration-specific 2041-2050 means,om23,"Two stocks, alternative assessment (om23)",Southern,500
PRsym (MP46),C,Catch,1265.52066153802,higher is better,TRUE,1,2041-2050,Median across iteration-specific 2041-2050 means,om23,"Two stocks, alternative assessment (om23)",Southern,500
PR-30 (MP48),C,Catch,1274.1458223713,higher is better,TRUE,1,2041-2050,Median across iteration-specific 2041-2050 means,om23,"Two stocks, alternative assessment (om23)",Southern,500
HS+20 (MP29),CatchDrop20,Advice reductions >19% (%),0,lower is better,TRUE,1,2027-2050 (advice comparisons 2026-2049),Proportion across all valid consecutive saved HCR-advice comparisons and all iterations; advice falls strictly more than 19%; no biomass or near-20% exclusions; first saved advice has no predecessor,om23,"Two stocks, alternative assessment (om23)",Southern,500
HS-20 (MP43),CatchDrop20,Advice reductions >19% (%),0.00075,lower is better,TRUE,1,2027-2050 (advice comparisons 2026-2049),Proportion across all valid consecutive saved HCR-advice comparisons and all iterations; advice falls strictly more than 19%; no biomass or near-20% exclusions; first saved advice has no predecessor,om23,"Two stocks, alternative assessment (om23)",Southern,500
HSsym (MP45),CatchDrop20,Advice reductions >19% (%),0,lower is better,TRUE,1,2027-2050 (advice comparisons 2026-2049),Proportion across all valid consecutive saved HCR-advice comparisons and all iterations; advice falls strictly more than 19%; no biomass or near-20% exclusions; first saved advice has no predecessor,om23,"Two stocks, alternative assessment (om23)",Southern,500
HS-30 (MP47),CatchDrop20,Advice reductions >19% (%),0.00075,lower is better,TRUE,1,2027-2050 (advice comparisons 2026-2049),Proportion across all valid consecutive saved HCR-advice comparisons and all iterations; advice falls strictly more than 19%; no biomass or near-20% exclusions; first saved advice has no predecessor,om23,"Two stocks, alternative assessment (om23)",Southern,500
PR+20 (MP32),CatchDrop20,Advice reductions >19% (%),0,lower is better,TRUE,1,2027-2050 (advice comparisons 2026-2049),Proportion across all valid consecutive saved HCR-advice comparisons and all iterations; advice falls strictly more than 19%; no biomass or near-20% exclusions; first saved advice has no predecessor,om23,"Two stocks, alternative assessment (om23)",Southern,500
PR-20 (MP44),CatchDrop20,Advice reductions >19% (%),0.05375,lower is better,TRUE,1,2027-2050 (advice comparisons 2026-2049),Proportion across all valid consecutive saved HCR-advice comparisons and all iterations; advice falls strictly more than 19%; no biomass or near-20% exclusions; first saved advice has no predecessor,om23,"Two stocks, alternative assessment (om23)",Southern,500
PRsym (MP46),CatchDrop20,Advice reductions >19% (%),0,lower is better,TRUE,1,2027-2050 (advice comparisons 2026-2049),Proportion across all valid consecutive saved HCR-advice comparisons and all iterations; advice falls strictly more than 19%; no biomass or near-20% exclusions; first saved advice has no predecessor,om23,"Two stocks, alternative assessment (om23)",Southern,500
PR-30 (MP48),CatchDrop20,Advice reductions >19% (%),0.03675,lower is better,TRUE,1,2027-2050 (advice comparisons 2026-2049),Proportion across all valid consecutive saved HCR-advice comparisons and all iterations; advice falls strictly more than 19%; no biomass or near-20% exclusions; first saved advice has no predecessor,om23,"Two stocks, alternative assessment (om23)",Southern,500
HS+20 (MP29),Creduction,Mean catch reduction,2.33187202847321,lower is better,FALSE,1,2041-2050,Median across iteration-specific 2026-2050 mean reductions,om23,"Two stocks, alternative assessment (om23)",Southern,500
PR+20 (MP32),Creduction,Mean catch reduction,2.91009285246082,lower is better,FALSE,1,2041-2050,Median across iteration-specific 2026-2050 mean reductions,om23,"Two stocks, alternative assessment (om23)",Southern,500
HS-20 (MP43),Creduction,Mean catch reduction,2.32001651422403,lower is better,FALSE,1,2041-2050,Median across iteration-specific 2026-2050 mean reductions,om23,"Two stocks, alternative assessment (om23)",Southern,500
PR-20 (MP44),Creduction,Mean catch reduction,2.81032656799469,lower is better,FALSE,1,2041-2050,Median across iteration-specific 2026-2050 mean reductions,om23,"Two stocks, alternative assessment (om23)",Southern,500
HSsym (MP45),Creduction,Mean catch reduction,2.31820670558649,lower is better,FALSE,1,2041-2050,Median across iteration-specific 2026-2050 mean reductions,om23,"Two stocks, alternative assessment (om23)",Southern,500
PRsym (MP46),Creduction,Mean catch reduction,2.82894753967768,lower is better,FALSE,1,2041-2050,Median across iteration-specific 2026-2050 mean reductions,om23,"Two stocks, alternative assessment (om23)",Southern,500
HS-30 (MP47),Creduction,Mean catch reduction,2.3530855568429,lower is better,FALSE,1,2041-2050,Median across iteration-specific 2026-2050 mean reductions,om23,"Two stocks, alternative assessment (om23)",Southern,500
PR-30 (MP48),Creduction,Mean catch reduction,2.65802604384885,lower is better,FALSE,1,2041-2050,Median across iteration-specific 2026-2050 mean reductions,om23,"Two stocks, alternative assessment (om23)",Southern,500
HS+20 (MP29),FMSY,F / F[MSY],0.410406003378195,lower is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om23,"Two stocks, alternative assessment (om23)",Southern,500
HS-20 (MP43),FMSY,F / F[MSY],0.448468016362148,lower is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om23,"Two stocks, alternative assessment (om23)",Southern,500
HSsym (MP45),FMSY,F / F[MSY],0.422739664174006,lower is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om23,"Two stocks, alternative assessment (om23)",Southern,500
HS-30 (MP47),FMSY,F / F[MSY],0.436008041550776,lower is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om23,"Two stocks, alternative assessment (om23)",Southern,500
PR+20 (MP32),FMSY,F / F[MSY],0.329773279146156,lower is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om23,"Two stocks, alternative assessment (om23)",Southern,500
PR-20 (MP44),FMSY,F / F[MSY],0.336199979748886,lower is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om23,"Two stocks, alternative assessment (om23)",Southern,500
PRsym (MP46),FMSY,F / F[MSY],0.332184350984685,lower is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om23,"Two stocks, alternative assessment (om23)",Southern,500
PR-30 (MP48),FMSY,F / F[MSY],0.342067061676318,lower is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om23,"Two stocks, alternative assessment (om23)",Southern,500
HS+20 (MP29),IACC,IACC,4.72328226670432,lower is better,TRUE,1,2041-2050,Median across iteration-specific 2041-2050 means,om23,"Two stocks, alternative assessment (om23)",Southern,500
HS-20 (MP43),IACC,IACC,4.6487583030021,lower is better,TRUE,1,2041-2050,Median across iteration-specific 2041-2050 means,om23,"Two stocks, alternative assessment (om23)",Southern,500
HSsym (MP45),IACC,IACC,4.69746740213459,lower is better,TRUE,1,2041-2050,Median across iteration-specific 2041-2050 means,om23,"Two stocks, alternative assessment (om23)",Southern,500
HS-30 (MP47),IACC,IACC,4.7107899932616,lower is better,TRUE,1,2041-2050,Median across iteration-specific 2041-2050 means,om23,"Two stocks, alternative assessment (om23)",Southern,500
PR+20 (MP32),IACC,IACC,5.90597460024364,lower is better,TRUE,1,2041-2050,Median across iteration-specific 2041-2050 means,om23,"Two stocks, alternative assessment (om23)",Southern,500
PR-20 (MP44),IACC,IACC,5.77595564834722,lower is better,TRUE,1,2041-2050,Median across iteration-specific 2041-2050 means,om23,"Two stocks, alternative assessment (om23)",Southern,500
PRsym (MP46),IACC,IACC,5.75286793650126,lower is better,TRUE,1,2041-2050,Median across iteration-specific 2041-2050 means,om23,"Two stocks, alternative assessment (om23)",Southern,500
PR-30 (MP48),IACC,IACC,5.68752184091837,lower is better,TRUE,1,2041-2050,Median across iteration-specific 2041-2050 means,om23,"Two stocks, alternative assessment (om23)",Southern,500
HS+20 (MP29),SB0red,P(Kobe red),0,lower is better,FALSE,1,2041-2050,Proportion across all 2041-2050 iteration-years,om23,"Two stocks, alternative assessment (om23)",Southern,500
PR+20 (MP32),SB0red,P(Kobe red),0,lower is better,FALSE,1,2041-2050,Proportion across all 2041-2050 iteration-years,om23,"Two stocks, alternative assessment (om23)",Southern,500
HS-20 (MP43),SB0red,P(Kobe red),0,lower is better,FALSE,1,2041-2050,Proportion across all 2041-2050 iteration-years,om23,"Two stocks, alternative assessment (om23)",Southern,500
PR-20 (MP44),SB0red,P(Kobe red),0,lower is better,FALSE,1,2041-2050,Proportion across all 2041-2050 iteration-years,om23,"Two stocks, alternative assessment (om23)",Southern,500
HSsym (MP45),SB0red,P(Kobe red),0,lower is better,FALSE,1,2041-2050,Proportion across all 2041-2050 iteration-years,om23,"Two stocks, alternative assessment (om23)",Southern,500
PRsym (MP46),SB0red,P(Kobe red),0,lower is better,FALSE,1,2041-2050,Proportion across all 2041-2050 iteration-years,om23,"Two stocks, alternative assessment (om23)",Southern,500
HS-30 (MP47),SB0red,P(Kobe red),0,lower is better,FALSE,1,2041-2050,Proportion across all 2041-2050 iteration-years,om23,"Two stocks, alternative assessment (om23)",Southern,500
PR-30 (MP48),SB0red,P(Kobe red),0,lower is better,FALSE,1,2041-2050,Proportion across all 2041-2050 iteration-years,om23,"Two stocks, alternative assessment (om23)",Southern,500
HS+20 (MP29),SBMSY,SB / SB[MSY],2.61724875906229,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om23,"Two stocks, alternative assessment (om23)",Southern,500
HS-20 (MP43),SBMSY,SB / SB[MSY],2.48742862986929,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om23,"Two stocks, alternative assessment (om23)",Southern,500
HSsym (MP45),SBMSY,SB / SB[MSY],2.57598646238169,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om23,"Two stocks, alternative assessment (om23)",Southern,500
HS-30 (MP47),SBMSY,SB / SB[MSY],2.53210659670507,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om23,"Two stocks, alternative assessment (om23)",Southern,500
PR+20 (MP32),SBMSY,SB / SB[MSY],2.88193650352321,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om23,"Two stocks, alternative assessment (om23)",Southern,500
PR-20 (MP44),SBMSY,SB / SB[MSY],2.85638005324931,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om23,"Two stocks, alternative assessment (om23)",Southern,500
PRsym (MP46),SBMSY,SB / SB[MSY],2.87203378191145,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om23,"Two stocks, alternative assessment (om23)",Southern,500
PR-30 (MP48),SBMSY,SB / SB[MSY],2.83452736040488,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om23,"Two stocks, alternative assessment (om23)",Southern,500
HS+20 (MP29),SSBbelow8dB0,SSB <8% dynamic B0 (%),0,lower is better,TRUE,1,2041-2050,Proportion of valid 2041-2050 iteration-years with SSB strictly below 8% of dynamic unfished SSB (previous Blim),om23,"Two stocks, alternative assessment (om23)",Southern,500
PR+20 (MP32),SSBbelow8dB0,SSB <8% dynamic B0 (%),0,lower is better,TRUE,1,2041-2050,Proportion of valid 2041-2050 iteration-years with SSB strictly below 8% of dynamic unfished SSB (previous Blim),om23,"Two stocks, alternative assessment (om23)",Southern,500
HS-20 (MP43),SSBbelow8dB0,SSB <8% dynamic B0 (%),0,lower is better,TRUE,1,2041-2050,Proportion of valid 2041-2050 iteration-years with SSB strictly below 8% of dynamic unfished SSB (previous Blim),om23,"Two stocks, alternative assessment (om23)",Southern,500
PR-20 (MP44),SSBbelow8dB0,SSB <8% dynamic B0 (%),0,lower is better,TRUE,1,2041-2050,Proportion of valid 2041-2050 iteration-years with SSB strictly below 8% of dynamic unfished SSB (previous Blim),om23,"Two stocks, alternative assessment (om23)",Southern,500
HSsym (MP45),SSBbelow8dB0,SSB <8% dynamic B0 (%),0,lower is better,TRUE,1,2041-2050,Proportion of valid 2041-2050 iteration-years with SSB strictly below 8% of dynamic unfished SSB (previous Blim),om23,"Two stocks, alternative assessment (om23)",Southern,500
PRsym (MP46),SSBbelow8dB0,SSB <8% dynamic B0 (%),0,lower is better,TRUE,1,2041-2050,Proportion of valid 2041-2050 iteration-years with SSB strictly below 8% of dynamic unfished SSB (previous Blim),om23,"Two stocks, alternative assessment (om23)",Southern,500
HS-30 (MP47),SSBbelow8dB0,SSB <8% dynamic B0 (%),0,lower is better,TRUE,1,2041-2050,Proportion of valid 2041-2050 iteration-years with SSB strictly below 8% of dynamic unfished SSB (previous Blim),om23,"Two stocks, alternative assessment (om23)",Southern,500
PR-30 (MP48),SSBbelow8dB0,SSB <8% dynamic B0 (%),0,lower is better,TRUE,1,2041-2050,Proportion of valid 2041-2050 iteration-years with SSB strictly below 8% of dynamic unfished SSB (previous Blim),om23,"Two stocks, alternative assessment (om23)",Southern,500
HS+20 (MP29),VB2025,VB / VB[2025],1.74138648374982,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om23,"Two stocks, alternative assessment (om23)",Southern,500
HS-20 (MP43),VB2025,VB / VB[2025],1.61098518964917,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om23,"Two stocks, alternative assessment (om23)",Southern,500
HSsym (MP45),VB2025,VB / VB[2025],1.69825339950096,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om23,"Two stocks, alternative assessment (om23)",Southern,500
HS-30 (MP47),VB2025,VB / VB[2025],1.65609274483361,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om23,"Two stocks, alternative assessment (om23)",Southern,500
PR+20 (MP32),VB2025,VB / VB[2025],1.96058652842889,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om23,"Two stocks, alternative assessment (om23)",Southern,500
PR-20 (MP44),VB2025,VB / VB[2025],1.93812348273818,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om23,"Two stocks, alternative assessment (om23)",Southern,500
PRsym (MP46),VB2025,VB / VB[2025],1.94982136219774,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om23,"Two stocks, alternative assessment (om23)",Southern,500
PR-30 (MP48),VB2025,VB / VB[2025],1.913508209351,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om23,"Two stocks, alternative assessment (om23)",Southern,500
HS+20 (MP29),VBMSY,VB / VB[MSY],0.927981196755298,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om23,"Two stocks, alternative assessment (om23)",Southern,500
HS-20 (MP43),VBMSY,VB / VB[MSY],0.863538463634525,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om23,"Two stocks, alternative assessment (om23)",Southern,500
HSsym (MP45),VBMSY,VB / VB[MSY],0.906381190463536,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om23,"Two stocks, alternative assessment (om23)",Southern,500
HS-30 (MP47),VBMSY,VB / VB[MSY],0.885210114595266,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om23,"Two stocks, alternative assessment (om23)",Southern,500
PR+20 (MP32),VBMSY,VB / VB[MSY],1.06699033895369,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om23,"Two stocks, alternative assessment (om23)",Southern,500
PR-20 (MP44),VBMSY,VB / VB[MSY],1.05415168783622,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om23,"Two stocks, alternative assessment (om23)",Southern,500
PRsym (MP46),VBMSY,VB / VB[MSY],1.06182199239825,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om23,"Two stocks, alternative assessment (om23)",Southern,500
PR-30 (MP48),VBMSY,VB / VB[MSY],1.04180916194244,higher is better,FALSE,1,2041-2050,Median across iteration-specific 2041-2050 means,om23,"Two stocks, alternative assessment (om23)",Southern,500
HS+20 (MP29),C,Catch,1.51866566666013e-05,higher is better,TRUE,1,2041-2050,Median across iteration-specific 2041-2050 means,om23,"Two stocks, alternative assessment (om23)",North,500
HS-20 (MP43),C,Catch,1.51866566666004e-05,higher is better,TRUE,1,2041-2050,Median across iteration-specific 2041-2050 means,om23,"Two stocks, alternative assessment (om23)",North,500
HSsym (MP45),C,Catch,1.51866566666006e-05,higher is better,TRUE,1,2041-2050,Median across iteration-specific 2041-2050 means,om23,"Two stocks, alternative assessment (om23)",North,500
HS-30 (MP47),C,Catch,1.51866566666004e-05,higher is better,TRUE,1,2041-2050,Median across iteration-specific 2041-2050 means,om23,"Two stocks, alternative assessment (om23)",North,500
